newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,1,탄핵 선고 이후 첫 주말 방문객 5252명 늘어 대통령 집무실 재이전 가능성에 방문 이어질 듯 [이데일리 장병호 기자] 윤석열 전 대통령에 대한 헌법재판소의 탄핵 선고 이후 청와대 방문객 수가 늘어나고 있다.,116
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,2,9일 서울 종로구 청와대에서 관람객들이 청와대를 둘러보고 있다.,35
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,3,"(사진=연합뉴스) 9일 청와대 재단에 따르면 윤 전 대통령에 대한 탄핵 선고가 이뤄진 이후 첫 주말인 지난 5~6일 방문객 수는 1만 6038명(5일 5324명, 6일 1만 714명)을 기록했다.",109
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,4,전주 주말 1만 786명(3월 29일 6164명·30일 4622명)보다 5252명 더 늘어났다.,53
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,5,"청와대 재단 관계자는 “봄을 맞아 관람객이 점차 많아지고 있고, 그동안 광화문에서 진행하던 시위가 끝나면서 청와대 방문을 미뤘던 시민들이 다시 청와대를 찾고 있는 것으로 보인다”고 말했다.",105
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,6,윤 전 대통령의 탄핵 선고로 조기 대선이 치러짐에 따라 대통령 집무실의 청와대 복귀 가능성이 나오고 있는 점 또한 청와대 방문객 수 증가로 이어지는 것으로 보인다.,91
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,7,윤 전 대통령은 2022년 5월 10일 취임과 동시에 대통령 집무실을 용산으로 이전하고 청와대를 일반에 개방했다.,63
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,8,그러나 헌법재판소가 지난 4일 윤 전 대통령에 대한 탄핵을 인용하면서 대통령 집무실 이전 여부도 화두로 떠올랐다.,63
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,9,윤 전 대통령이 사용했던 용산 대통령실을 그대로 쓰기 어려울 수 있다는 판단에서다.,46
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,10,정치권에서는 차기 정부의 대통령 집무실로 광화문 정부서울청사를 이용하거나 세종시로 이전하는 방안과 함께 청와대 재이전을 거론하고 있다.,75
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,11,이에 청와대가 다시 대통령 집무 공간으로 바뀌기 전 청와대를 관람하려는 시민들의 발길은 당분간 계속 이어질 것으로 보인다.,68
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,12,다만 청와대는 이미 일반인에 개방이 돼 보안이 취약하다.,31
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,13,보안 시설 등을 재정비하기 위해선 1년 정도의 시간이 필요할 것이라는 의견도 나온다.,47
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,14,청와대는 지난달 개방 2년 10개월 만에 누적 관람객 700만 명을 돌파하며 복합 문화예술공간으로 자리 잡았다.,62
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,15,청와대 재단은 ‘제55주년 지구의 날’(4월 22일)을 맞아 오는 24일부터 27일까지를 ‘2025 교육주간’으로 정하고 어린이 사생대회 등 다채로운 교육·체험 프로그램을 진행한다.,101
LC_M09_2025-04-09_대통령 청와대 복귀_001,"청와대, 다시 대통령 집무실 되나…尹 탄핵 후 방문객 증가",경제,16,사생대회 수상작은 청와대에서 전시할 기회가 주어질 예정이다.,33
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,1,헌법재판소가 윤석열 대통령 파면을 선고한 4일 서울 용산구 대통령실에서 관계자들이 봉황기를 내리고 있다.,58
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,2,연합뉴스 조기 대선을 50여 일 앞두고 용산 대통령실 이전 문제가 정치권의 화두로 급부상하고 있다.,55
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,3,여야를 막론하고 대부분 대선 후보들이 탄핵의 상징물로 전락한 용산 대통령실 이전에 공감하고 있는 것이다.,58
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,4,이런 분위기라면 누가 대통령이 되든 대통령실 이전이 불가피해 보인다.,38
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,5,"청와대와 세종시, 광화문 등 여러 후보지가 물망에 오르고 있지만 따지고 보면 세종 만한 곳도 없다.",55
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,6,무엇보다 대통령 세종집무실 건립이 진행되고 있다는 점에서 다른 곳보다 비교 우위에 있다고 할 수 있겠다.,58
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,7,'용산 시대'는 윤석열 전 대통령의 파면으로 사실상 조종(弔鐘)을 울렸다.,41
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,8,민주당 이재명 전 대표는 물론 국민의힘 홍준표 대구시장·안철수 의원·한동훈 전 대표도 용산을 떠나야 한다는 입장이다.,65
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,9,"홍준표 시장은 ""불통과 주술의 상징""으로 용산을 바라보고 있고, 김민석 민주당 수석최고위원은 ""쿠데타를 모의한 본산""으로 평가했을 정도다.",77
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,10,국민 정서도 이들의 의견과 크게 다르지 않을 것으로 짐작된다.,34
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,11,대선 후보들 사이에 대통령실 이전이 거스를 수 없는 대세가 됐지만 다만 청와대 복귀를 전제로 한다면 유감이 아닐 수 없다.,68
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,12,'용산 불가론' 못지않게 '청와대 불가론'도 만만치 않다.,32
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,13,청와대는 개방 2년 10개월 만에 누적 관람객 700만 명을 돌파했을 정도로 관광 명소로 변모했다.,55
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,14,"시민의 품으로 돌아간 시설물을 3년 만에 빼앗는 것도 순리에 맞지 않고, 내부 구조가 일반에 공개돼 보안에 취약한 단점도 있다.",71
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,15,청와대에 새로운 건물을 지어 들어가자는 의견도 있지만 엄청난 비용이 수반된다.,43
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,16,이래저래 청와대 복귀로 인해 얻는 이익보다 손실이 더 크다.,33
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,17,이런 상황이라면 굳이 청와대를 고집할 것 없이 세종으로 이전하는 방안이 최선이다.,45
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,18,세종시 국가상징구역에 대통령 세종집무실을 추진하고 있고 계획대로라면 2027년 말 완공된다.,51
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,19,그 이전까지는 세종정부청사 1동 총리실이나 행정안전부가 입주해 있는 중앙동을 임시 대통령실로 사용하면 된다.,60
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,20,추가로 이전 비용이 소요되는 것도 거의 없다.,25
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,21,헌법재판소 판결에 따른 위헌 문제가 제기될 수 있지만 이것도 세종집무실이 완공될 때까지 시간을 두고 풀어나가면 된다.,65
LC_M09_2025-04-09_대통령 청와대 복귀_002,[사설] 세종이 차기 대통령실 '0순위' 돼야 하는 이유,정치,22,누가 뭐라 해도 세종이 대통령실 후보지 '0순위'가 될 수밖에 없다.,38
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,1,대선 이슈화 가능성…부지 확보 장점 ‘주목’ 최근 거래 증가…하락했던 집 값 회복 조짐 상주 인구 확보 관건…일시적 상승 전망도 세종시 다정동에서 바라본 시내에 아파트가 빼곡히 들어서 있다.ⓒ연합뉴스 [데일리안 = 이호연 기자] 조기 대선을 두 달 앞두고 대통령 집무실 세종시 이전 가능성에 지역 부동산 시장이 들썩이고 있다.,182
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,2,세종이 유력한 후보지로 급부상하자 기대감에 거래량도 늘고 있지만 전문가들은 이전 효과는 제한적일 것이라는 신중한 전망을 내놓고 있다.,74
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,3,9일 부동산 빅데이터업체 아실에 따르면 세종 아파트 매매 거래량은 최근 3개월 간 상승세를 지속한 가운데 지난달 세종시 아파트 거래량은 715건으로 전월(372건) 대비 92.2% 증가했다.,106
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,4,세종 정부 청사 인근 아파트 단지 가격도 한 달 만에 3억원 가까이 뛰었다.,42
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,5,세종시 새롬동 새뜸마을 14단지 더샵힐스테이트 전용 98㎡ 매물 거래가는 지난달 20일 9억1000만원에 손바뀜되며 2월에 이뤄진 직전 거래(6억3000만원)보다 2억8000만원이 올랐다.,105
LC_M09_2025-04-09_대통령 청와대 복귀_003,‘대통령 집무실’ 세종 이전설 급부상…집 값은 ‘글쎄’,경제,6,이같은 가격 급등 배경으로는 세종시 집값이 수년 간 하락을 거듭하며 ‘바닥을 찍었다’는 인식이 확산된 상황에서 대통령실이 세종시로 이전할 수 있다는 기대감이 반영됐기 때문이라는 분석이 나온다.,107
