newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,1,[앵커] 조기 대선 일정이 확정되면서 차기 대통령의 집무실은 어디가 될지 관심이 쏠리고 있습니다.,54
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,2,"지금 용산을 유지할지, 아니면 다른 곳으로 옮겨갈지 여러 안이 나오고 있는데 김주영 기자와 따져보겠습니다.",59
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,3,"김기자 , 차기 대통령은 곧바로 취임을 해야하는데, 대통령실을 옮길 여유가 있겠느냐는 분석이 있던데요.",57
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,4,[기자] 네 그렇습니다.,13
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,5,차기 대통령은 인수위원회 없이 당선과 동시에 바로 취임합니다.,34
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,6,그래서 기존 시설을 이용할수 밖에 없을 것이라는 전망이 나오는데요.,37
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,7,"윤석열 정부는 기존 국방부 청사를 리모델링하고, 외교부 장관 공관을 관저로 선택해 이전하는데, 공식적으로만 517억원을 썼습니다.",72
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,8,"용산 집무실을 그대로 쓰면 또다시 옮기는 비용을 아끼고, 구축해놓은 시스템을 쓸 수 있단 장점이 있습니다.",59
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,9,[앵커] 근데 용산 집무실을 써서는 안된다는 의견도 나오고 있죠?,36
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,10,"[기자] 네, 오늘 민주당에선 ""대통령실 자리가 용산이어야 한다는데 대부분 국민이 동의하지 않을 것""이란 발언이 나왔습니다.",69
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,11,용산은 윤 전 대통령의 상징성이 짙기 때문입니다.,27
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,12,"국민의힘 대권주자 홍준표 대구시장도 ""용산은 불통과 주술의 상징이 되어버렸다""며 ""당선 되면 청와대로 복귀하겠다""고 했습니다.",70
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,13,정치적 이유 말고도 계엄 사태를 겪으면서 관저는 위치와 구조가 너무 많이 공개돼 보안에 취약해졌단 지적이 나오고 있고요.,67
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,14,관저와 집무실이 떨어져 있어 대통령 출퇴근길에 시민들이 불편을 겪는단 문제가 계속 지적되어왔습니다.,55
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,15,[앵커] 과거처럼 청와대로 돌아가는 방안은 어떻습니까?,30
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,16,"[기자] 청와대는 70년 넘게 집무실로 사용된 만큼 각종 시설이 갖춰져 있고, 상징성과 역사성 면에서 강점이 있습니다.",66
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,17,다만 구중궁궐 같은 구조 때문에 국민과 소통에 걸림돌이 된단 지적이 꾸준히 있어왔고요.,48
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,18,또 2년 넘게 일반에 개방되면서 내부가 이렇게 지도까지 그려서 자세하게 공개돼 있습니다.,49
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,19,보안에 취약할 수 있다는 우려가 나옵니다.,23
LC_M09_2025-04-08_대통령 청와대 복귀_001,[따져보니] 차기 대통령 집무실…또 옮기나?,정치,20,[앵커] 문재인 정부 시절엔 광화문 정부서울청사로 옮기는 안도 검토했었죠?,41
